0.005,0.5950005,-0.07999907,-0.08499906,-0.009999068,0.53000057,0.14000094,-0.15999906
0.01,0.6100005,-0.0899992,-0.0899992,-0.01999921,0.55000055,0.13000077,-0.1599992
0.02,0.66000044,-0.07999949,-0.11999948,-0.039999492,0.6000005,0.1000005,-0.15999947
0.05,0.77000004,-0.08000007,-0.23000006,-0.030000068,0.67,0.16999993,-0.28000006
0.1,1.02,-0.18000013,-0.3800001,-0.080000125,1.02,0.11999988,-0.5800001
0.2,1.9200002,-0.47999996,-0.87999994,-0.47999996,1.7200001,0.32000005,-1.28
0.5,3.62,-0.88,-1.88,-0.88,3.12,0.62,-2.88
1,7.12,-1.8800001,-3.88,-1.88,6.12,1.1199999,-5.88
